id_venta,fecha,id_producto,cantidad,total
145,2026-01-27,PROD-002,9,225.0
146,2026-02-07,PROD-002,5,125.0
147,2026-01-15,PROD-001,9,139.5
148,2026-02-04,PROD-004,10,50.0
149,2026-02-08,PROD-003,6,65.94
150,2026-02-23,PROD-001,4,62.0
151,2026-02-17,PROD-006,8,362.0
152,2026-02-10,PROD-006,6,271.5
153,2026-02-16,PROD-006,6,271.5
154,2026-02-16,PROD-005,9,900.0
155,2026-02-27,PROD-003,4,43.96
156,2026-01-26,PROD-003,9,98.91
157,2026-02-22,PROD-005,7,700.0
158,2026-01-18,PROD-002,3,75.0
159,2026-01-28,PROD-002,2,50.0
160,2026-01-29,PROD-002,6,150.0
161,2026-01-07,PROD-005,10,1000.0
162,2026-02-22,PROD-005,6,600.0
163,2026-02-26,PROD-006,8,362.0
164,2026-02-14,PROD-001,8,124.0
165,2026-01-14,PROD-001,5,77.5
166,2026-02-20,PROD-005,9,900.0
167,2026-01-22,PROD-002,7,175.0
168,2026-02-06,PROD-006,8,362.0
169,2026-02-22,PROD-001,3,46.5
170,2026-01-26,PROD-002,7,175.0
171,2026-01-05,PROD-003,6,65.94
172,2026-01-15,PROD-006,4,181.0
173,2026-01-10,PROD-006,7,316.75
174,2026-01-18,PROD-002,4,100.0
175,2026-01-05,PROD-004,7,35.0
176,2026-02-10,PROD-001,7,108.5
177,2026-02-20,PROD-006,5,226.25
178,2026-02-10,PROD-006,2,90.5
179,2026-02-13,PROD-003,4,43.96
180,2026-02-17,PROD-002,8,200.0
181,2026-01-22,PROD-005,1,100.0
182,2026-01-25,PROD-004,3,15.0
183,2026-01-15,PROD-005,9,900.0
184,2026-01-10,PROD-003,8,87.92
185,2026-02-16,PROD-001,6,93.0
186,2026-01-29,PROD-005,10,1000.0
187,2026-01-28,PROD-003,7,76.93
188,2026-01-06,PROD-004,4,20.0
189,2026-01-24,PROD-006,8,362.0
190,2026-01-06,PROD-002,3,75.0
191,2026-02-05,PROD-005,6,600.0
192,2026-01-31,PROD-005,1,100.0
193,2026-01-08,PROD-004,8,40.0
194,2026-01-29,PROD-006,6,271.5
195,2026-02-04,PROD-006,2,90.5
196,2026-02-16,PROD-003,9,98.91
197,2026-01-23,PROD-003,4,43.96
198,2026-02-22,PROD-003,3,32.97
199,2026-01-25,PROD-006,1,45.25
200,2026-01-17,PROD-005,5,500.0
201,2026-02-17,PROD-005,6,600.0
202,2026-01-14,PROD-001,2,31.0
203,2026-02-12,PROD-006,5,226.25
204,2026-01-13,PROD-003,6,65.94
205,2026-01-20,PROD-002,9,225.0
206,2026-01-07,PROD-002,9,225.0
207,2026-01-18,PROD-006,4,181.0
208,2026-01-15,PROD-002,5,125.0
209,2026-01-15,PROD-005,4,400.0
210,2026-02-20,PROD-001,1,15.5
211,2026-01-28,PROD-005,7,700.0
212,2026-01-06,PROD-006,7,316.75
213,2026-01-01,PROD-005,6,600.0
214,2026-01-14,PROD-006,2,90.5
215,2026-02-06,PROD-006,1,45.25
216,2026-02-11,PROD-006,7,316.75
217,2026-02-23,PROD-002,8,200.0
218,2026-02-16,PROD-003,6,65.94
219,2026-02-12,PROD-001,3,46.5
220,2026-02-07,PROD-001,10,155.0
221,2026-02-10,PROD-003,4,43.96
222,2026-02-02,PROD-005,9,900.0
223,2026-02-08,PROD-006,1,45.25
224,2026-02-14,PROD-006,4,181.0
225,2026-02-14,PROD-003,4,43.96
226,2026-01-22,PROD-002,9,225.0
227,2026-01-08,PROD-002,4,100.0
228,2026-01-11,PROD-002,10,250.0
229,2026-01-22,PROD-001,4,62.0
230,2026-01-20,PROD-003,2,21.98
231,2026-01-22,PROD-002,4,100.0
232,2026-02-15,PROD-005,4,400.0
233,2026-01-02,PROD-004,5,25.0
234,2026-02-03,PROD-004,1,5.0
235,2026-02-18,PROD-005,10,1000.0
236,2026-02-23,PROD-001,5,77.5
237,2026-02-15,PROD-006,3,135.75
238,2026-01-28,PROD-002,9,225.0
239,2026-02-18,PROD-005,2,200.0
240,2026-01-14,PROD-004,2,10.0
241,2026-01-04,PROD-002,5,125.0
242,2026-02-15,PROD-004,7,35.0
243,2026-01-14,PROD-002,10,250.0
244,2026-01-23,PROD-002,9,225.0
245,2026-02-26,PROD-001,6,93.0
246,2026-02-14,PROD-006,3,135.75
247,2026-01-04,PROD-004,2,10.0
248,2026-02-12,PROD-003,4,43.96
249,2026-02-08,PROD-006,8,362.0
250,2026-01-14,PROD-002,8,200.0
251,2026-01-01,PROD-002,9,225.0
252,2026-02-02,PROD-006,7,316.75
253,2026-01-17,PROD-004,1,5.0
254,2026-02-17,PROD-001,6,93.0
255,2026-01-01,PROD-003,5,54.95
256,2026-02-02,PROD-002,2,50.0
257,2026-01-30,PROD-003,2,21.98
258,2026-01-20,PROD-004,3,15.0
259,2026-02-26,PROD-004,8,40.0
260,2026-02-02,PROD-004,8,40.0
261,2026-02-08,PROD-003,5,54.95
262,2026-02-04,PROD-002,5,125.0
263,2026-02-05,PROD-005,10,1000.0
264,2026-02-01,PROD-005,9,900.0
265,2026-01-24,PROD-004,1,5.0
266,2026-02-26,PROD-003,5,54.95
267,2026-01-26,PROD-004,1,5.0
268,2026-01-11,PROD-003,1,10.99
269,2026-02-24,PROD-004,9,45.0
270,2026-01-01,PROD-005,9,900.0
271,2026-01-04,PROD-002,2,50.0
272,2026-01-12,PROD-005,6,600.0
273,2026-01-03,PROD-002,4,100.0
274,2026-02-08,PROD-001,3,46.5
275,2026-03-01,PROD-001,10,155.0
276,2026-02-21,PROD-005,8,800.0
277,2026-02-15,PROD-005,6,600.0
278,2026-01-31,PROD-004,8,40.0
279,2026-02-19,PROD-001,10,155.0
280,2026-02-11,PROD-003,7,76.93
281,2026-01-17,PROD-001,9,139.5
282,2026-01-20,PROD-005,2,200.0
283,2026-01-04,PROD-001,6,93.0
284,2026-01-29,PROD-003,6,65.94
285,2026-02-05,PROD-002,3,75.0
286,2026-02-05,PROD-006,1,45.25
287,2026-01-16,PROD-004,3,15.0
288,2026-01-02,PROD-001,6,93.0
289,2026-01-27,PROD-006,4,181.0
290,2026-01-01,PROD-002,6,150.0
291,2026-02-09,PROD-001,10,155.0
292,2026-02-14,PROD-006,9,407.25
293,2026-02-25,PROD-005,8,800.0
294,2026-01-13,PROD-005,9,900.0
295,2026-02-27,PROD-004,9,45.0
296,2026-03-01,PROD-001,6,93.0
297,2026-01-23,PROD-004,6,30.0
298,2026-02-09,PROD-006,9,407.25
299,2026-02-19,PROD-001,8,124.0
300,2026-02-05,PROD-006,1,45.25
301,2026-02-08,PROD-004,6,30.0
302,2026-01-12,PROD-001,8,124.0
303,2026-01-16,PROD-006,10,452.5
304,2026-02-10,PROD-005,4,400.0
305,2026-01-14,PROD-002,10,250.0
306,2026-01-20,PROD-003,4,43.96
307,2026-01-17,PROD-004,8,40.0
308,2026-02-14,PROD-006,5,226.25
309,2026-02-17,PROD-004,5,25.0
310,2026-02-20,PROD-004,7,35.0
311,2026-02-22,PROD-003,7,76.93
312,2026-02-23,PROD-004,9,45.0
313,2026-01-25,PROD-006,2,90.5
314,2026-02-01,PROD-002,10,250.0
315,2026-01-08,PROD-001,8,124.0
316,2026-01-11,PROD-006,8,362.0
317,2026-03-01,PROD-001,2,31.0
318,2026-01-03,PROD-003,4,43.96
319,2026-01-24,PROD-004,1,5.0
320,2026-01-15,PROD-006,4,181.0
321,2026-02-19,PROD-005,4,400.0
322,2026-02-08,PROD-004,9,45.0
323,2026-01-02,PROD-005,1,100.0
324,2026-01-11,PROD-005,8,800.0
325,2026-01-03,PROD-005,9,900.0
326,2026-02-06,PROD-004,3,15.0
327,2026-02-20,PROD-002,5,125.0
328,2026-02-14,PROD-006,3,135.75
329,2026-02-07,PROD-001,5,77.5
330,2026-02-11,PROD-006,8,362.0
331,2026-01-22,PROD-003,6,65.94
332,2026-01-10,PROD-004,1,5.0
333,2026-03-01,PROD-002,9,225.0
334,2026-01-23,PROD-001,3,46.5
335,2026-01-29,PROD-006,3,135.75
336,2026-02-28,PROD-004,5,25.0
337,2026-02-19,PROD-004,2,10.0
338,2026-01-09,PROD-003,4,43.96
339,2026-01-24,PROD-001,9,139.5
340,2026-01-02,PROD-003,5,54.95
341,2026-01-23,PROD-003,10,109.9
342,2026-01-27,PROD-002,5,125.0
343,2026-01-07,PROD-002,8,200.0
344,2026-02-14,PROD-004,8,40.0
345,2026-01-11,PROD-006,8,362.0
346,2026-01-04,PROD-004,3,15.0
347,2026-01-04,PROD-001,2,31.0
348,2026-02-02,PROD-002,2,50.0
349,2026-02-01,PROD-005,1,100.0
350,2026-02-25,PROD-002,10,250.0
351,2026-01-15,PROD-006,1,45.25
352,2026-01-27,PROD-005,7,700.0
353,2026-02-25,PROD-003,8,87.92
354,2026-01-31,PROD-003,7,76.93
355,2026-01-25,PROD-004,6,30.0
356,2026-01-29,PROD-002,7,175.0
357,2026-01-19,PROD-003,2,21.98
358,2026-02-15,PROD-004,8,40.0
359,2026-01-21,PROD-001,4,62.0
360,2026-01-15,PROD-001,2,31.0
361,2026-01-20,PROD-005,8,800.0
362,2026-01-06,PROD-005,2,200.0
363,2026-02-17,PROD-001,2,31.0
364,2026-02-22,PROD-002,6,150.0
365,2026-01-18,PROD-003,7,76.93
366,2026-01-14,PROD-002,4,100.0
367,2026-01-25,PROD-005,1,100.0
368,2026-01-26,PROD-005,1,100.0
369,2026-02-15,PROD-005,9,900.0
370,2026-02-13,PROD-001,2,31.0
371,2026-02-23,PROD-003,7,76.93
372,2026-02-11,PROD-001,3,46.5
373,2026-02-03,PROD-001,9,139.5
374,2026-02-22,PROD-003,7,76.93
375,2026-01-02,PROD-003,3,32.97
376,2026-01-08,PROD-004,10,50.0
377,2026-01-15,PROD-002,9,225.0
378,2026-02-07,PROD-001,10,155.0
379,2026-02-07,PROD-006,10,452.5
380,2026-01-04,PROD-003,6,65.94
381,2026-02-12,PROD-001,3,46.5
382,2026-01-22,PROD-006,10,452.5
383,2026-01-13,PROD-004,4,20.0
384,2026-01-09,PROD-005,9,900.0
385,2026-02-04,PROD-006,1,45.25
386,2026-02-25,PROD-003,8,87.92
387,2026-02-19,PROD-005,3,300.0
388,2026-01-03,PROD-006,7,316.75
389,2026-01-24,PROD-003,6,65.94
390,2026-02-23,PROD-001,2,31.0
391,2026-01-27,PROD-004,9,45.0
392,2026-01-10,PROD-004,4,20.0
393,2026-01-29,PROD-002,8,200.0
394,2026-02-22,PROD-002,1,25.0
395,2026-02-20,PROD-006,6,271.5
396,2026-02-21,PROD-003,8,87.92
397,2026-03-01,PROD-001,9,139.5
398,2026-02-22,PROD-001,4,62.0
399,2026-02-20,PROD-005,6,600.0
400,2026-01-18,PROD-006,8,362.0
401,2026-01-29,PROD-003,1,10.99
402,2026-02-02,PROD-006,6,271.5
403,2026-02-16,PROD-003,6,65.94
404,2026-01-01,PROD-005,3,300.0
405,2026-01-23,PROD-003,7,76.93
406,2026-02-15,PROD-001,9,139.5
407,2026-01-27,PROD-005,2,200.0
408,2026-01-31,PROD-002,3,75.0
409,2026-01-01,PROD-002,8,200.0
410,2026-01-29,PROD-006,4,181.0
411,2026-02-16,PROD-003,3,32.97
412,2026-02-09,PROD-005,5,500.0
413,2026-01-21,PROD-005,9,900.0
414,2026-02-20,PROD-005,2,200.0
415,2026-01-04,PROD-004,9,45.0
416,2026-01-11,PROD-005,2,200.0
417,2026-01-03,PROD-001,6,93.0
418,2026-02-14,PROD-006,8,362.0
419,2026-02-07,PROD-001,9,139.5
420,2026-02-04,PROD-006,1,45.25
421,2026-01-08,PROD-006,4,181.0
422,2026-02-22,PROD-003,3,32.97
423,2026-02-03,PROD-004,8,40.0
424,2026-01-12,PROD-005,3,300.0
425,2026-01-01,PROD-001,2,31.0
426,2026-01-30,PROD-005,10,1000.0
427,2026-02-25,PROD-004,7,35.0
428,2026-02-19,PROD-002,8,200.0
429,2026-02-17,PROD-002,10,250.0
430,2026-01-19,PROD-003,2,21.98
431,2026-01-30,PROD-006,5,226.25
432,2026-01-28,PROD-006,5,226.25
433,2026-03-01,PROD-001,6,93.0
434,2026-01-04,PROD-002,9,225.0
435,2026-02-02,PROD-005,2,200.0
436,2026-02-16,PROD-002,7,175.0
437,2026-02-08,PROD-005,9,900.0
438,2026-01-30,PROD-006,4,181.0
439,2026-02-04,PROD-003,3,32.97
440,2026-02-05,PROD-002,4,100.0
441,2026-02-10,PROD-001,9,139.5
442,2026-02-17,PROD-006,1,45.25
443,2026-02-03,PROD-003,6,65.94
444,2026-02-08,PROD-002,1,25.0
445,2026-01-10,PROD-003,10,109.9
446,2026-01-25,PROD-004,10,50.0
447,2026-02-25,PROD-004,5,25.0
448,2026-02-08,PROD-001,3,46.5
449,2026-01-03,PROD-004,3,15.0
450,2026-01-16,PROD-005,7,700.0
451,2026-02-21,PROD-001,9,139.5
452,2026-02-26,PROD-005,3,300.0
453,2026-02-21,PROD-006,10,452.5
454,2026-01-26,PROD-005,4,400.0
455,2026-02-13,PROD-006,2,90.5
456,2026-01-28,PROD-005,1,100.0
457,2026-03-01,PROD-006,4,181.0
458,2026-01-26,PROD-005,3,300.0
459,2026-01-07,PROD-005,9,900.0
460,2026-01-03,PROD-004,7,35.0
461,2026-02-24,PROD-003,1,10.99
462,2026-01-01,PROD-002,7,175.0
463,2026-01-10,PROD-001,6,93.0
464,2026-01-15,PROD-003,8,87.92
465,2026-01-09,PROD-001,4,62.0
466,2026-01-09,PROD-004,4,20.0
467,2026-03-01,PROD-003,2,21.98
468,2026-01-20,PROD-004,10,50.0
469,2026-01-14,PROD-004,3,15.0
470,2026-01-02,PROD-005,8,800.0
471,2026-01-04,PROD-004,6,30.0
472,2026-01-07,PROD-004,4,20.0
473,2026-02-01,PROD-004,5,25.0
474,2026-02-17,PROD-003,1,10.99
475,2026-02-10,PROD-003,9,98.91
476,2026-02-22,PROD-006,7,316.75
477,2026-01-28,PROD-005,6,600.0
478,2026-02-19,PROD-005,5,500.0
479,2026-01-03,PROD-004,2,10.0
480,2026-01-06,PROD-002,2,50.0
481,2026-02-25,PROD-005,7,700.0
482,2026-01-18,PROD-003,4,43.96
483,2026-02-20,PROD-006,1,45.25
484,2026-01-07,PROD-003,2,21.98
485,2026-01-11,PROD-004,2,10.0
486,2026-01-15,PROD-006,9,407.25
487,2026-01-20,PROD-003,2,21.98
488,2026-02-03,PROD-005,8,800.0
489,2026-01-20,PROD-006,5,226.25
490,2026-01-26,PROD-001,8,124.0
491,2026-01-02,PROD-001,2,31.0
492,2026-01-27,PROD-004,7,35.0
493,2026-02-12,PROD-004,5,25.0
494,2026-01-02,PROD-001,10,155.0
495,2026-02-04,PROD-006,9,407.25
496,2026-02-13,PROD-002,10,250.0
497,2026-01-22,PROD-004,4,20.0
498,2026-01-15,PROD-004,5,25.0
499,2026-01-14,PROD-005,2,200.0
500,2026-01-20,PROD-005,5,500.0
501,2026-02-22,PROD-001,1,15.5
502,2026-02-14,PROD-005,2,200.0
503,2026-02-16,PROD-002,2,50.0
504,2026-02-10,PROD-005,3,300.0
505,2026-02-05,PROD-006,9,407.25
506,2026-01-05,PROD-006,9,407.25
507,2026-02-21,PROD-005,5,500.0
508,2026-01-13,PROD-002,1,25.0
509,2026-01-25,PROD-002,2,50.0
510,2026-02-23,PROD-006,9,407.25
511,2026-02-08,PROD-004,10,50.0
512,2026-01-05,PROD-005,8,800.0
513,2026-02-15,PROD-001,1,15.5
514,2026-01-14,PROD-001,3,46.5
515,2026-01-15,PROD-004,7,35.0
516,2026-02-18,PROD-005,6,600.0
517,2026-02-24,PROD-004,6,30.0
518,2026-02-22,PROD-006,8,362.0
519,2026-01-25,PROD-006,8,362.0
520,2026-01-19,PROD-005,6,600.0
521,2026-01-27,PROD-005,8,800.0
522,2026-02-23,PROD-006,9,407.25
523,2026-01-17,PROD-004,4,20.0
524,2026-01-31,PROD-006,6,271.5
525,2026-02-02,PROD-005,1,100.0
526,2026-01-06,PROD-004,4,20.0
527,2026-03-01,PROD-002,6,150.0
528,2026-02-11,PROD-002,6,150.0
529,2026-01-15,PROD-003,3,32.97
530,2026-01-26,PROD-004,9,45.0
531,2026-01-17,PROD-005,5,500.0
532,2026-02-17,PROD-002,1,25.0
533,2026-02-20,PROD-001,5,77.5
534,2026-02-16,PROD-003,2,21.98
535,2026-01-06,PROD-006,9,407.25
536,2026-02-23,PROD-001,6,93.0
537,2026-01-18,PROD-006,2,90.5
538,2026-01-20,PROD-004,9,45.0
539,2026-02-23,PROD-003,6,65.94
540,2026-01-13,PROD-005,8,800.0
541,2026-03-01,PROD-003,3,32.97
542,2026-01-24,PROD-004,10,50.0
543,2026-01-30,PROD-002,7,175.0
544,2026-01-18,PROD-006,10,452.5
545,2026-02-13,PROD-004,2,10.0
546,2026-01-08,PROD-002,8,200.0
547,2026-02-28,PROD-006,10,452.5
548,2026-02-20,PROD-005,6,600.0
549,2026-01-18,PROD-002,4,100.0
550,2026-02-10,PROD-003,9,98.91
551,2026-02-19,PROD-005,2,200.0
552,2026-02-26,PROD-002,8,200.0
553,2026-02-21,PROD-002,2,50.0
554,2026-01-21,PROD-006,1,45.25
555,2026-02-04,PROD-001,4,62.0
556,2026-02-25,PROD-002,7,175.0
557,2026-02-07,PROD-001,3,46.5
558,2026-02-25,PROD-001,2,31.0
559,2026-02-01,PROD-005,10,1000.0
560,2026-01-14,PROD-004,1,5.0
561,2026-01-04,PROD-002,5,125.0
562,2026-02-20,PROD-003,2,21.98
563,2026-02-09,PROD-003,2,21.98
564,2026-02-03,PROD-005,10,1000.0
565,2026-01-21,PROD-003,7,76.93
566,2026-02-24,PROD-001,5,77.5
567,2026-01-10,PROD-004,3,15.0
568,2026-02-07,PROD-002,10,250.0
569,2026-01-08,PROD-004,7,35.0
570,2026-01-31,PROD-002,6,150.0
571,2026-01-01,PROD-006,6,271.5
572,2026-02-11,PROD-003,7,76.93
573,2026-01-14,PROD-002,7,175.0
574,2026-02-16,PROD-006,7,316.75
575,2026-02-18,PROD-006,1,45.25
576,2026-01-18,PROD-001,7,108.5
577,2026-01-10,PROD-005,8,800.0
578,2026-01-21,PROD-001,6,93.0
579,2026-02-19,PROD-005,7,700.0
580,2026-01-10,PROD-006,4,181.0
581,2026-01-12,PROD-003,6,65.94
582,2026-02-11,PROD-004,7,35.0
583,2026-02-14,PROD-004,1,5.0
584,2026-02-15,PROD-001,3,46.5
585,2026-01-29,PROD-001,7,108.5
586,2026-01-11,PROD-001,4,62.0
587,2026-02-27,PROD-005,1,100.0
588,2026-01-20,PROD-003,6,65.94
589,2026-01-18,PROD-006,9,407.25
590,2026-01-20,PROD-005,2,200.0
591,2026-01-03,PROD-006,7,316.75
592,2026-02-19,PROD-002,2,50.0
593,2026-01-13,PROD-004,4,20.0
594,2026-01-18,PROD-002,5,125.0
595,2026-02-09,PROD-006,2,90.5
596,2026-02-12,PROD-006,10,452.5
597,2026-02-16,PROD-006,10,452.5
598,2026-01-14,PROD-003,10,109.9
599,2026-02-08,PROD-002,5,125.0
600,2026-01-20,PROD-005,7,700.0
601,2026-02-01,PROD-003,9,98.91
602,2026-02-10,PROD-003,4,43.96
603,2026-01-02,PROD-002,1,25.0
604,2026-02-11,PROD-004,8,40.0
605,2026-02-15,PROD-005,9,900.0
606,2026-02-19,PROD-002,8,200.0
607,2026-02-04,PROD-006,9,407.25
608,2026-02-06,PROD-004,4,20.0
609,2026-01-15,PROD-002,3,75.0
610,2026-01-09,PROD-004,9,45.0
611,2026-02-20,PROD-005,5,500.0
612,2026-01-10,PROD-004,6,30.0
613,2026-01-11,PROD-004,3,15.0
614,2026-02-06,PROD-004,8,40.0
615,2026-01-13,PROD-006,9,407.25
616,2026-02-07,PROD-006,3,135.75
617,2026-01-15,PROD-001,3,46.5
618,2026-02-02,PROD-003,5,54.95
619,2026-01-23,PROD-006,7,316.75
620,2026-01-15,PROD-006,4,181.0
621,2026-01-25,PROD-005,3,300.0
622,2026-03-01,PROD-002,7,175.0
623,2026-02-25,PROD-004,9,45.0
624,2026-01-17,PROD-001,4,62.0
625,2026-01-08,PROD-004,1,5.0
626,2026-01-28,PROD-004,5,25.0
627,2026-01-20,PROD-002,2,50.0
628,2026-02-07,PROD-003,5,54.95
629,2026-02-14,PROD-005,5,500.0
630,2026-02-19,PROD-005,6,600.0
631,2026-02-15,PROD-006,6,271.5
632,2026-02-26,PROD-004,2,10.0
633,2026-02-08,PROD-005,7,700.0
634,2026-01-25,PROD-006,10,452.5
635,2026-01-30,PROD-005,4,400.0
636,2026-02-03,PROD-004,10,50.0
637,2026-03-01,PROD-005,4,400.0
638,2026-01-08,PROD-005,4,400.0
639,2026-02-12,PROD-002,6,150.0
640,2026-01-27,PROD-002,10,250.0
641,2026-01-13,PROD-001,5,77.5
642,2026-02-02,PROD-002,10,250.0
643,2026-01-25,PROD-002,1,25.0
644,2026-01-19,PROD-006,2,90.5
645,2026-01-13,PROD-005,3,300.0
646,2026-02-03,PROD-004,1,5.0
647,2026-01-19,PROD-006,9,407.25
648,2026-03-01,PROD-001,5,77.5
649,2026-02-18,PROD-004,4,20.0
650,2026-01-03,PROD-001,1,15.5
651,2026-01-29,PROD-003,6,65.94
652,2026-01-29,PROD-002,3,75.0
653,2026-01-03,PROD-004,7,35.0
654,2026-01-19,PROD-006,6,271.5
655,2026-01-13,PROD-001,1,15.5
656,2026-02-01,PROD-006,2,90.5
657,2026-01-31,PROD-002,9,225.0
658,2026-01-09,PROD-001,4,62.0
659,2026-02-11,PROD-002,1,25.0
660,2026-02-23,PROD-004,3,15.0
661,2026-01-29,PROD-003,6,65.94
662,2026-02-21,PROD-006,9,407.25
663,2026-02-27,PROD-006,10,452.5
664,2026-01-21,PROD-002,9,225.0
